core_protein_id,assembly_accession,protein_id,contig_id,source,type,start,end,na1,strand,na2,metadata,description
WP_015299281.1@GCF_000230735.2,GCF_000230735.2,WP_006183085.1,NC_019962.1,Protein Homology,CDS,3775066,3776967,.,+,0,"ID=cds-WP_006183085.1;Parent=gene-NATPE_RS18300;Dbxref=GenBank:WP_006183085.1,GeneID:14333319;Name=WP_006183085.1;Ontology_term=GO:0006826,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;go_process=iron ion transport|0006826||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006183085.1;locus_tag=NATPE_RS18300;product=iron ABC transporter permease;protein_id=WP_006183085.1;transl_table=11",iron ABC transporter permease
WP_015299281.1@GCF_000230735.2,GCF_000230735.2,WP_006183086.1,NC_019962.1,Protein Homology,CDS,3776964,3778001,.,+,0,"ID=cds-WP_006183086.1;Parent=gene-NATPE_RS18305;Dbxref=GenBank:WP_006183086.1,GeneID:14333320;Name=WP_006183086.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006183086.1;locus_tag=NATPE_RS18305;product=ABC transporter ATP-binding protein;protein_id=WP_006183086.1;transl_table=11",ABC transporter ATP-binding protein
WP_015299281.1@GCF_000230735.2,GCF_000230735.2,WP_006183087.1,NC_019962.1,Protein Homology,CDS,3778086,3778397,.,+,0,"ID=cds-WP_006183087.1;Parent=gene-NATPE_RS18310;Dbxref=GenBank:WP_006183087.1,GeneID:14333321;Name=WP_006183087.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006183087.1;locus_tag=NATPE_RS18310;product=hypothetical protein;protein_id=WP_006183087.1;transl_table=11",hypothetical protein
WP_015299281.1@GCF_000230735.2,GCF_000230735.2,WP_006183088.1,NC_019962.1,Protein Homology,CDS,3778470,3778667,.,+,0,"ID=cds-WP_006183088.1;Parent=gene-NATPE_RS18315;Dbxref=GenBank:WP_006183088.1,GeneID:14333322;Name=WP_006183088.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006183088.1;locus_tag=NATPE_RS18315;product=hypothetical protein;protein_id=WP_006183088.1;transl_table=11",hypothetical protein
WP_015299281.1@GCF_000230735.2,GCF_000230735.2,WP_172637306.1,NC_019962.1,Protein Homology,CDS,3778689,3780557,.,-,0,"ID=cds-WP_172637306.1;Parent=gene-NATPE_RS18320;Dbxref=GenBank:WP_172637306.1,GeneID:14333323;Name=WP_172637306.1;Ontology_term=GO:0055085,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008456171.1;locus_tag=NATPE_RS18320;product=SLC13 family permease;protein_id=WP_172637306.1;transl_table=11",SLC13 family permease
WP_015299281.1@GCF_000230735.2,GCF_000230735.2,WP_006183090.1,NC_019962.1,Protein Homology,CDS,3780935,3781243,.,+,0,"ID=cds-WP_006183090.1;Parent=gene-NATPE_RS18325;Dbxref=GenBank:WP_006183090.1,GeneID:14333324;Name=WP_006183090.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006183090.1;locus_tag=NATPE_RS18325;product=hypothetical protein;protein_id=WP_006183090.1;transl_table=11",hypothetical protein
WP_015299281.1@GCF_000230735.2,GCF_000230735.2,WP_006183091.1,NC_019962.1,Protein Homology,CDS,3781240,3781731,.,+,0,"ID=cds-WP_006183091.1;Parent=gene-NATPE_RS18330;Dbxref=GenBank:WP_006183091.1,GeneID:14333325;Name=WP_006183091.1;Ontology_term=GO:0009058,GO:0003824;gbkey=CDS;go_function=catalytic activity|0003824||IEA;go_process=biosynthetic process|0009058||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006184999.1;locus_tag=NATPE_RS18330;product=adenylyltransferase/cytidyltransferase family protein;protein_id=WP_006183091.1;transl_table=11",adenylyltransferase/cytidyltransferase family protein
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_004043219.1,NC_013966.1,Protein Homology,CDS,315790,317169,.,+,0,"ID=cds-WP_004043219.1;Parent=gene-HVO_RS03210;Dbxref=GenBank:WP_004043219.1,GeneID:8923467;Name=WP_004043219.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008572884.1;locus_tag=HVO_RS03210;product=dihydroorotase family protein;protein_id=WP_004043219.1;transl_table=11",dihydroorotase family protein
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_013035193.1,NC_013966.1,Protein Homology,CDS,317221,318993,.,+,0,"ID=cds-WP_013035193.1;Parent=gene-HVO_RS03215;Dbxref=GenBank:WP_013035193.1,GeneID:8923241;Name=WP_013035193.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013035193.1;locus_tag=HVO_RS03215;product=TCP-1/cpn60 chaperonin family protein;protein_id=WP_013035193.1;transl_table=11",TCP-1/cpn60 chaperonin family protein
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_004043221.1,NC_013966.1,Protein Homology,CDS,319083,320552,.,-,0,"ID=cds-WP_004043221.1;Parent=gene-HVO_RS03220;Dbxref=GenBank:WP_004043221.1,GeneID:8923767;Name=WP_004043221.1;Ontology_term=GO:0018478;gbkey=CDS;go_function=malonate-semialdehyde dehydrogenase (acetylating) activity|0018478||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004043221.1;locus_tag=HVO_RS03220;product=CoA-acylating methylmalonate-semialdehyde dehydrogenase;protein_id=WP_004043221.1;transl_table=11",CoA-acylating methylmalonate-semialdehyde dehydrogenase
WP_004043226.1@GCF_000025685.1,GCF_000025685.1,WP_004043222.1,NC_013966.1,Protein Homology,CDS,320724,322061,.,+,0,"ID=cds-WP_004043222.1;Parent=gene-HVO_RS03225;Dbxref=GenBank:WP_004043222.1,GeneID:8923488;Name=WP_004043222.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004043222.1;locus_tag=HVO_RS03225;product=aspartate aminotransferase family protein;protein_id=WP_004043222.1;transl_table=11",aspartate aminotransferase family protein
