query	target	evalue	bits	tstart	tend	taxlineage
NP_391617.1	NZ_AMXN01000001.1_408	2.581E-306	940	1	448	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus inaquosorum
NP_391617.1	NZ_CP096889.1_3703	1.709E-305	938	1	448	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus cabrialesii
NP_391617.1	NC_016047.1_3778	1.709E-305	938	1	448	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus spizizenii
NP_391617.1	NZ_AYTO01000009.1_140	3.990E-304	934	1	448	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus tequilensis
NP_391617.1	NZ_MVPW01000008.1_122	8.452E-302	927	1	448	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus subtilis G
NP_391617.1	NZ_LPVF01000008.1_644	1.508E-294	906	1	448	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus halotolerans
NP_391617.1	NZ_JH600279.1_676	3.880E-294	905	1	448	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus mojavensis
NP_391617.1	NZ_LSBB01000001.1_353	5.277E-281	867	1	448	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus atrophaeus
NP_391617.1	NZ_CP026362.1_4066	8.748E-254	789	1	408	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus vallismortis
NP_391617.1	NZ_CP012024.1_954	1.072E-220	693	1	447	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_JACDOC01;g_Bacillus O;s_Bacillus O smithii
NP_391617.1	NZ_LGRV01000006.1_10	1.064E-201	638	9	449	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Lysinibacillus;s_Lysinibacillus contaminans
NP_391617.1	NZ_JAMYWY010000001.1_1313	1.785E-175	563	5	440	d_Bacteria;p_Bacillota;c_Bacilli;o_Paenibacillales;f_Paenibacillaceae;g_Paenibacillus;s_Paenibacillus sp024159265
NP_391617.1	NZ_CP027770.1_819	1.346E-160	520	6	444	d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus felis
NP_391617.1	NZ_JWJE02000084.1_3	3.455E-160	518	6	444	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Domibacillaceae;g_Quasibacillus;s_Quasibacillus thermotolerans
NP_391617.1	NZ_PPQF01000064.1_4	1.218E-156	508	8	442	d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus agnetis
NP_391617.1	NZ_LR134263.1_2512	2.283E-156	507	8	442	d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus delphini
NP_391617.1	NZ_PPRT01000025.1_32	8.044E-150	488	12	419	d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus caprae
NP_391617.1	NZ_FNDE01000038.1_16	1.260E-104	357	35	443	d_Bacteria;p_Bacillota;c_Bacilli;o_Aneurinibacillales;f_Aneurinibacillaceae;g_Aneurinibacillus;s_Aneurinibacillus thermoaerophilus
NP_391617.1	NZ_FPBY01000182.1_2	4.822E-94	327	34	436	d_Bacteria;p_Bacillota A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp900116755
NP_391617.1	NZ_JXLE01000015.1_65	4.618E-91	318	71	444	d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus B;s_Enterococcus B thailandicus
NP_391617.1	NZ_JXKM01000001.1_288	6.308E-91	317	71	444	d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus A;s_Enterococcus A devriesei
NP_391617.1	CAJTZX010000014.1_61	8.617E-91	317	38	449	d_Bacteria;p_Bacillota A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eubacterium J;s_Eubacterium J sp910584345
NP_391617.1	JAJYMC010000030.1_43	2.092E-87	307	43	447	d_Bacteria;p_Bacillota E;c_JAJYWN01;o_JAJYWN01;f_JAJZPE01;g_JAJZPE01;s_JAJZPE01 sp021787335
NP_391617.1	DEPD01000020.1_11	2.530E-86	304	34	441	d_Bacteria;p_Bacillota A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_COE1;s_COE1 sp002358575
NP_391617.1	NZ_CALSFS010000007.1_80	1.201E-85	302	36	447	d_Bacteria;p_Bacillota A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium F;s_Clostridium F sp943736985
NP_391617.1	JAEXNS010000319.1_4	5.703E-85	300	39	450	d_Bacteria;p_Bacillota A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_JAEXNS01;s_JAEXNS01 sp023439605
NP_391617.1	NZ_CP047883.1_1057	1.452E-84	299	33	438	d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus mitis BO
NP_391617.1	JADBKC010000080.1_10	1.982E-84	299	1	184	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_JACDOC01;g_Bacillus O;s_Bacillus O sp014896555
NP_391617.1	NC_022584.1_631	1.982E-84	299	33	438	d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus ilei
NP_391617.1	NZ_KV802690.1_336	5.046E-84	297	33	438	d_Bacteria;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus sp001810785
NP_391617.1	NZ_VOHM01000009.1_49	1.106E-72	264	39	451	d_Bacteria;p_Actinomycetota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium canis
NP_391617.1	NZ_KE386802.1_42	5.922E-66	244	119	450	d_Bacteria;p_Actinomycetota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium freiburgense
NP_391617.1	MGUA01000007.1_49	3.789E-65	242	49	433	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_Elusimicrobiales;f_UBA9959;g_UBA9959;s_UBA9959 sp001799735
NP_391617.1	MGTU01000018.1_85	6.125E-64	239	49	431	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_Elusimicrobiales;f_UBA9959;g_UBA9959;s_UBA9959 sp001799615
NP_391617.1	NC_011297.1_1729	1.880E-60	228	109	445	d_Bacteria;p_Dictyoglomota;c_Dictyoglomia;o_Dictyoglomales;f_Dictyoglomaceae;g_Dictyoglomus;s_Dictyoglomus thermophilum
NP_391617.1	NZ_ASSC01000411.1_1	2.559E-60	228	16	470	d_Bacteria;p_Bacillota;c_Bacilli;o_Paenibacillales;f_Paenibacillaceae;g_Paenibacillus;s_Paenibacillus forsythiae
NP_391617.1	NZ_CP061336.1_3165	3.484E-60	228	14	468	d_Bacteria;p_Bacillota A;c_Clostridia;o_Acetivibrionales;f_DSM-27016;g_Ruminiclostridium;s_Ruminiclostridium herbifermentans
NP_391617.1	JAHIPG010000051.1_7	3.484E-60	228	20	449	d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_SCGC-AAA011-G17;f_VGLX01;g_JAHIPG01;s_JAHIPG01 sp018894775
NP_391617.1	JADBKC010000080.1_11	6.456E-60	227	3	149	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_JACDOC01;g_Bacillus O;s_Bacillus O sp014896555
NP_391617.1	QNBN01000244.1_4	1.409E-58	223	9	427	d_Bacteria;p_Spirochaetota;c_B62-G9;o_B62-G9;f_B62-G9;g_B62-G9;s_B62-G9 sp003645695
NP_391617.1	WOVA01000030.1_16	1.657E-57	220	120	447	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_Elusimicrobiales;f_UBA9959;g_UBA2231;s_UBA2231 sp009773155
NP_391617.1	QNDO01000090.1_7	1.051E-56	217	33	427	d_Bacteria;p_WOR-3;c_Hydrothermia;o_UBA1063;f_UBA1063;g_B29-G16;s_B29-G16 sp003644895
NP_391617.1	PEXO01000087.1_5	3.598E-56	216	98	420	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_Elusimicrobiales;f_UBA9959;g_UBA9959;s_UBA9959 sp002779045
NP_391617.1	MGUK01000088.1_27	6.657E-56	215	90	432	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_Elusimicrobiales;f_UBA9959;g_UBA9959;s_UBA9959 sp001799995
NP_391617.1	MGUD01000019.1_41	4.214E-55	213	85	430	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_Elusimicrobiales;f_UBA9959;g_UBA9959;s_UBA9959 sp001799795
NP_391617.1	JAGXHG010000008.1_75	5.731E-55	212	13	428	d_Bacteria;p_Desulfobacterota;c_Desulfobulbia;o_Desulfobulbales;f_Desulfocapsaceae;g_UBA2270;s_UBA2270 sp024636345
NP_391617.1	JABLXU010000066.1_9	7.793E-55	212	121	455	d_Bacteria;p_OLB16;c_OLB16;o_SURF-12;f_SURF-12;g_JABLXU01;s_JABLXU01 sp013177805
NP_391617.1	JAFGYB010000018.1_3	1.441E-54	211	13	441	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_F082;g_Sulfidibacterium;s_Sulfidibacterium sp016936355
NP_391617.1	DHFP01000096.1_4	4.926E-54	209	101	436	d_Bacteria;p_Bacillota A;c_Clostridia;o_UBA4821;f_UBA4821;g_UBA4821;s_UBA4821 sp002402315
NP_391617.1	NC_011899.1_445	6.697E-54	209	109	432	d_Bacteria;p_Bacillota F;c_Halanaerobiia;o_Halanaerobiales;f_Halothermotrichaceae;g_Halothermothrix;s_Halothermothrix orenii
NP_391617.1	JAIQFV010000051.1_10	9.105E-54	209	2	437	d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_JAIQFV01;f_JAIQFV01;g_JAIQFV01;s_JAIQFV01 sp020073085
NP_391617.1	PNOQ01000056.1_4	9.092E-52	203	122	450	d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_SCGC-AAA011-G17;f_PNOQ01;g_PNOQ01;s_PNOQ01 sp013824915
NP_391617.1	JAKACU010000115.1_2	2.281E-51	201	8	429	d_Bacteria;p_Bacillota;c_Bacilli;o_Alicyclobacillales;f_Acidibacillaceae;g_JAKACU01;s_JAKACU01 sp021821185
NP_391617.1	NZ_AZRL01000012.1_78	7.773E-51	200	103	452	d_Bacteria;p_Thermotogota;c_Thermotogae;o_Petrotogales;f_Petrotogaceae;g_Petrotoga;s_Petrotoga olearia
NP_391617.1	NC_010003.1_1054	1.056E-50	199	103	452	d_Bacteria;p_Thermotogota;c_Thermotogae;o_Petrotogales;f_Petrotogaceae;g_Petrotoga;s_Petrotoga mobilis
NP_391617.1	VGTM01000007.1_8	1.435E-50	199	8	444	d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_VGTM01;s_VGTM01 sp016874685
NP_391617.1	NZ_CP014854.1_1258	1.949E-50	199	100	432	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus celer
NP_391617.1	CAJUHL010000050.1_5	1.949E-50	199	89	450	d_Bacteria;p_Bacillota;c_Bacilli;o_RF39;f_UBA660;g_UBA5026;s_UBA5026 sp910586425
NP_391617.1	NZ_SJER01000001.1_1261	1.224E-49	196	57	380	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_QS-9-68-17;g_Halostella;s_Halostella litorea
NP_391617.1	JANZKD010000282.1_4	1.662E-49	196	17	397	d_Archaea;p_Thermoproteota;c_Methanomethylicia;o_B29-G17;f_B29-G17;g_JANZKD01;s_JANZKD01 sp025061245
NP_391617.1	JAEYPF010000013.1_70	2.257E-49	196	6	443	d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobacterium D;s_Methanobacterium D sp023411115
NP_391617.1	NZ_CP017768.1_1825	1.042E-48	194	4	440	d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobacterium;s_Methanobacterium subterraneum
NP_391617.1	JAIEQJ010000042.1_33	8.858E-48	191	9	445	d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_AWTP1-13;s_AWTP1-13 sp019747815
NP_391617.1	JAGGUL010000020.1_16	1.202E-47	190	107	418	d_Bacteria;p_WOR-3;c_Hydrothermia;o_B15-G9;f_DRBW01;g_DRBW01;s_DRBW01 sp021158525
NP_391617.1	JAEYQZ010000075.1_6	1.632E-47	190	38	447	d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobacterium D;s_Methanobacterium D sp023409695
NP_391617.1	JAGMEZ010000456.1_9	2.215E-47	190	100	429	d_Bacteria;p_WOR-3;c_E44-bin80;o_E44-bin80;f_E44-bin80;g_JAGMEZ01;s_JAGMEZ01 sp023127905
NP_391617.1	JAGLOJ010000132.1_3	5.538E-47	188	35	431	d_Bacteria;p_Fermentibacterota;c_Fermentibacteria;o_Fermentibacterales;f_Fermentibacteraceae;g_Sabulitectum;s_Sabulitectum sp023139045
NP_391617.1	NZ_WHJC01000412.1_1	7.515E-47	188	97	429	d_Bacteria;p_Bacillota A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Sarcina;s_Sarcina tarantellae
NP_391617.1	JAADDB010000146.1_15	3.457E-46	186	36	428	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_JAADDB01;f_JAADDB01;g_JAADDB01;s_JAADDB01 sp013154135
NP_391617.1	JNKJ01000028.1_37	1.171E-45	184	110	422	d_Bacteria;p_Bacillota A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Blautia A;s_Blautia A schinkii A
NP_391617.1	JACRGA010000025.1_257	3.964E-45	183	101	441	d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobacterium;s_Methanobacterium sp016217785
NP_391617.1	NZ_JQJK01000015.1_16	9.887E-45	182	79	437	d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobacterium D;s_Methanobacterium D veterum
NP_391617.1	JAEZKE010000161.1_4	9.887E-45	182	79	437	d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobacterium D;s_Methanobacterium D sp023436175
NP_391617.1	NZ_MPDJ01000002.1_450	9.887E-45	182	48	450	d_Bacteria;p_Bacillota A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eisenbergiella;s_Eisenbergiella tayi
NP_391617.1	JACQZT010000390.1_4	1.341E-44	181	9	433	d_Bacteria;p_Acidobacteriota;c_Terriglobia;o_Bryobacterales;f_Bryobacteraceae;g_JACQZT01;s_JACQZT01 sp016213755
NP_391617.1	PGXE01000021.1_16	1.341E-44	181	86	512	d_Archaea;p_Thermoplasmatota;c_E2;o_GCA-002838935;f_GCA-002838935;g_GCA-002838935;s_GCA-002838935 sp002838935
NP_391617.1	CAIPTO010000075.1_8	4.532E-44	180	92	377	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_Elusimicrobiales;f_UBA9959;g_YA12-FULL-51-18;s_YA12-FULL-51-18 sp903867985
NP_391617.1	NZ_JQJK01000016.1_146	8.330E-44	179	5	444	d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobacterium D;s_Methanobacterium D veterum
NP_391617.1	JABMQR010000230.1_2	5.167E-43	177	1	410	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_JABMQR01;f_JABMQR01;g_JABMQR01;s_JABMQR01 sp013202335
NP_391617.1	DZCR01000005.1_37	5.167E-43	177	95	420	d_Bacteria;p_Desulfobacterota;c_Desulfobaccia;o_Desulfobaccales;f_0-14-0-80-60-11;g_0-14-0-80-60-11;s_0-14-0-80-60-11 sp022736495
NP_391617.1	NZ_CP007264.1_1501	7.002E-43	176	109	357	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus nautili
NP_391617.1	DAQK01000012.1_27	9.490E-43	176	100	442	d_Archaea;p_Methanobacteriota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobacterium A;s_Methanobacterium A sp002502855
NP_391617.1	JAHIQI010000052.1_89	1.286E-42	175	111	415	d_Bacteria;p_Desulfobacterota;c_Desulfarculia;o_Desulfarculales;f_Desulfarculaceae;g_SURF-10;s_SURF-10 sp018902755
NP_391617.1	VGGK01000031.1_2	2.361E-42	175	11	444	d_Bacteria;p_Bacteroidota;c_Chlorobia;o_Chlorobiales;f_Chlorobiaceae;g_Chlorobium;s_Chlorobium sp016868665
NP_391617.1	NZ_LT900021.1_21	1.078E-41	173	109	357	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus henrietii
NP_391617.1	JAHJDS010000462.1_2	1.460E-41	172	7	364	d_Bacteria;p_Desulfobacterota;c_Desulfarculia;o_Desulfarculales;f_JAHJDS01;g_JAHJDS01;s_JAHJDS01 sp018812395
NP_391617.1	JAHECH010000059.1_10	1.977E-41	172	113	445	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_JAHECH01;s_JAHECH01 sp024641835
NP_391617.1	JAGALE010000102.1_22	6.653E-41	170	31	385	d_Bacteria;p_Bacillota A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Wujia;s_Wujia sp017625335
NP_391617.1	NZ_MASU01000005.1_1044	6.653E-41	170	120	444	d_Bacteria;p_Actinomycetota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_Prauserella A;s_Prauserella A flavalba
NP_391617.1	JAFWOT010000014.1_16	1.017E-39	167	36	434	d_Bacteria;p_Bacillota A;c_Clostridia;o_Christensenellales;f_CAG-138;g_UBA3857;s_UBA3857 sp017509785
NP_391617.1	JACPOA010000018.1_19	1.863E-39	166	117	443	d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Pseudolabrys;s_Pseudolabrys sp016185205
NP_391617.1	KI535286.1_139	2.521E-39	166	82	427	d_Bacteria;p_Bacillota A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_Gallibacter;s_Gallibacter brachus
NP_391617.1	NZ_LACM01000001.1_1098	6.247E-39	164	106	354	d_Bacteria;p_Bacillota A;c_Thermoanaerobacteria;o_Caldicellulosiruptorales;f_Caldicellulosiruptoraceae;g_Caldicellulosiruptor;s_Caldicellulosiruptor danielii
NP_391617.1	CAJUKT010000101.1_9	1.282E-37	160	42	437	d_Bacteria;p_Bacillota A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Enterenecus;s_Enterenecus sp910587255
