query	target	evalue	bits	tstart	tend	taxlineage
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_BORP01000008.1_88	1.999E-09	70	11	125	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales D;f_Amphibacillaceae;g_Paucisalibacillus;s_Paucisalibacillus bavariensis
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_CP039247.1_1995	1.999E-09	70	215	275	d_Bacteria;p_Actinomycetota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium endometrii
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_UHDI01000001.1_44	3.652E-09	69	138	241	d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus equorum
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_LT800499.1_1151	4.936E-09	68	194	261	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales D;f_Halobacillaceae;g_Halobacillus A;s_Halobacillus A massiliensis
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	JALFAQ010000035.1_29	9.011E-09	68	147	206	d_Bacteria;p_Actinomycetota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium glucuronolyticum A
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_JAJFAX010000001.1_346	9.011E-09	68	166	246	d_Bacteria;p_Actinomycetota;c_Actinomycetia;o_Mycobacteriales;f_Micromonosporaceae;g_Glycomyces;s_Glycomyces sp019710475
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_NTUP01000066.1_457	2.220E-08	66	132	257	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae B;g_Rossellomorea;s_Rossellomorea sp002561455
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_JAIEZV010000002.1_369	4.047E-08	66	197	259	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales D;f_Halobacillaceae;g_Halobacillus;s_Halobacillus sp019599545
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_PDOF01000001.1_643	1.342E-07	64	137	262	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales H;f_Salisediminibacteriaceae;g_Alteribacter;s_Alteribacter lacisalsi
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_JAAMTH010000001.1_3313	3.294E-07	63	155	256	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Planococcus;s_Planococcus sp018283455
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_MDDN01000001.1_396	4.821E-06	59	8	90	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Lysinibacillus;s_Lysinibacillus xylanilyticus A
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_PPPX01000001.1_513	4.821E-06	59	133	243	d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus argensis
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_LR134263.1_321	6.490E-06	59	15	120	d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus delphini
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_PPQK01000076.1_1	8.735E-06	59	1	243	d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus chromogenes
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_JAAMTH010000001.1_858	8.735E-06	59	133	260	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Planococcus;s_Planococcus sp018283455
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	DBQX01000110.1_12	1.175E-05	58	142	196	d_Bacteria;p_Actinomycetota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_UBA1383;s_UBA1383 sp002305415
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	RZYE01000484.1_2	1.175E-05	58	188	242	d_Bacteria;p_Actinomycetota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_UBA1383;s_UBA1383 sp009930425
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_CP013659.2_504	1.582E-05	58	206	260	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Planococcus;s_Planococcus rifietoensis
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_AP019721.1_929	3.848E-05	57	83	243	d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus epidermidis
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	CALTXP010000111.1_2	3.848E-05	57	83	243	d_Bacteria;p_Bacillota A;c_Clostridia;o_Tissierellales;f_Peptoniphilaceae;g_Anaerococcus;s_Anaerococcus sp943913325
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_PPQH01000083.1_2	9.346E-05	55	169	226	d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus intermedius
A0A233VLU4|unreviewed|Bacteriocin|taxID:1260	NZ_AKCS01000005.1_499	2.266E-04	54	1	99	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae G;g_Bacillus A;s_Bacillus A bingmayongensis
A0A509LRT7|unreviewed|Uncharacterized	NZ_AP019721.1_929	2.165E-152	484	1	244	d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus epidermidis
A0A509LRT7|unreviewed|Uncharacterized	CALTXP010000111.1_2	2.165E-152	484	1	244	d_Bacteria;p_Bacillota A;c_Clostridia;o_Tissierellales;f_Peptoniphilaceae;g_Anaerococcus;s_Anaerococcus sp943913325
A0A509LRT7|unreviewed|Uncharacterized	NZ_PPQK01000076.1_1	1.895E-121	395	1	244	d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus chromogenes
A0A509LRT7|unreviewed|Uncharacterized	NZ_PPPX01000001.1_513	4.546E-117	383	1	244	d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus argensis
A0A509LRT7|unreviewed|Uncharacterized	NZ_PPQH01000083.1_2	1.322E-114	376	5	227	d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus intermedius
A0A509LRT7|unreviewed|Uncharacterized	NZ_UHDI01000001.1_44	2.926E-93	314	1	242	d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus equorum
A0A509LRT7|unreviewed|Uncharacterized	NZ_LR134263.1_321	5.193E-61	221	1	121	d_Bacteria;p_Bacillota;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus delphini
A0A509LRT7|unreviewed|Uncharacterized	NZ_JAAMTH010000001.1_858	2.000E-25	117	4	261	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Planococcus;s_Planococcus sp018283455
A0A509LRT7|unreviewed|Uncharacterized	NZ_CP013659.2_504	2.000E-25	117	4	261	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Planococcus;s_Planococcus rifietoensis
A0A509LRT7|unreviewed|Uncharacterized	NZ_JAAMTH010000001.1_3313	2.727E-25	117	8	257	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Planococcus;s_Planococcus sp018283455
A0A509LRT7|unreviewed|Uncharacterized	NZ_NTUP01000066.1_457	2.834E-23	111	11	256	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae B;g_Rossellomorea;s_Rossellomorea sp002561455
A0A509LRT7|unreviewed|Uncharacterized	NZ_PDOF01000001.1_643	3.861E-23	111	45	261	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales H;f_Salisediminibacteriaceae;g_Alteribacter;s_Alteribacter lacisalsi
A0A509LRT7|unreviewed|Uncharacterized	NZ_LT800499.1_1151	2.523E-20	102	18	260	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales D;f_Halobacillaceae;g_Halobacillus A;s_Halobacillus A massiliensis
A0A509LRT7|unreviewed|Uncharacterized	NZ_BORP01000008.1_88	1.013E-18	98	17	124	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales D;f_Amphibacillaceae;g_Paucisalibacillus;s_Paucisalibacillus bavariensis
A0A509LRT7|unreviewed|Uncharacterized	NZ_JAIEZV010000002.1_369	1.013E-18	98	42	258	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales D;f_Halobacillaceae;g_Halobacillus;s_Halobacillus sp019599545
A0A509LRT7|unreviewed|Uncharacterized	NZ_CP048117.1_3818	2.182E-17	94	42	261	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales D;f_Halobacillaceae;g_Halobacillus;s_Halobacillus sp001592845
A0A509LRT7|unreviewed|Uncharacterized	NZ_KZ614149.1_2911	8.596E-16	89	181	265	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales H;f_Marinococcaceae;g_Alteribacillus;s_Alteribacillus bidgolensis
A0A509LRT7|unreviewed|Uncharacterized	NZ_JRNX01000089.1_3	1.167E-15	89	1	197	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales D;f_Halobacillaceae;g_Halobacillus;s_Halobacillus sp000786645
A0A509LRT7|unreviewed|Uncharacterized	NZ_CP039247.1_1995	1.819E-14	85	208	276	d_Bacteria;p_Actinomycetota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium endometrii
A0A509LRT7|unreviewed|Uncharacterized	NZ_MDDN01000001.1_396	2.814E-13	81	34	89	d_Bacteria;p_Bacillota;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Lysinibacillus;s_Lysinibacillus xylanilyticus A
A0A509LRT7|unreviewed|Uncharacterized	NZ_JAJFAX010000001.1_346	5.403E-10	72	187	245	d_Bacteria;p_Actinomycetota;c_Actinomycetia;o_Mycobacteriales;f_Micromonosporaceae;g_Glycomyces;s_Glycomyces sp019710475
A0A509LRT7|unreviewed|Uncharacterized	JALFAQ010000035.1_29	9.859E-10	71	148	205	d_Bacteria;p_Actinomycetota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium glucuronolyticum A
A0A509LRT7|unreviewed|Uncharacterized	DBQX01000110.1_12	1.597E-07	64	141	197	d_Bacteria;p_Actinomycetota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_UBA1383;s_UBA1383 sp002305415
A0A509LRT7|unreviewed|Uncharacterized	RZYE01000484.1_2	1.597E-07	64	187	243	d_Bacteria;p_Actinomycetota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_UBA1383;s_UBA1383 sp009930425
A0A509LRT7|unreviewed|Uncharacterized	PWKY01000076.1_62	8.376E-04	53	98	152	d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_PWKY01;f_PWKY01;g_PWKY01;s_PWKY01 sp003560595
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_CP102602.1_1598	1.068E-190	600	1	323	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp024707485
A0A8J8EMF9|unreviewed|CGP-CTERM	WANV01000005.1_21	4.086E-133	434	1	308	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp015521605
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_SNUQ01000006.1_59	1.812E-128	420	3	318	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp012027555
A0A8J8EMF9|unreviewed|CGP-CTERM	NC_018015.1_899	3.865E-123	405	1	313	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus cleftensis
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_CP102602.1_1520	2.087E-120	397	1	311	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp024707485
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_SNUQ01000001.1_754	1.006E-119	395	3	290	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp012027555
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_CP015101.1_1973	2.337E-118	391	3	245	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus barossii
A0A8J8EMF9|unreviewed|CGP-CTERM	WAKV01000040.1_2	3.200E-118	391	1	312	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp015523185
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_SNUU01000001.1_919	2.893E-117	388	1	326	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp012027645
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_SNUS01000001.1_792	1.394E-116	386	1	321	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp012027635
A0A8J8EMF9|unreviewed|CGP-CTERM	WANV01000005.1_24	1.394E-116	386	1	294	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp015521605
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_AJLF01000002.1_27	2.615E-116	385	1	329	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus zilligii
A0A8J8EMF9|unreviewed|CGP-CTERM	NC_015680.1_542	2.615E-116	385	1	322	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Pyrococcus;s_Pyrococcus yayanosii
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_SNUH01000001.1_1237	3.581E-116	385	1	294	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp012027355
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_CP007264.1_1736	1.260E-115	383	1	326	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus nautili
A0A8J8EMF9|unreviewed|CGP-CTERM	NC_018015.1_833	5.486E-114	378	1	246	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus cleftensis
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_CP099582.1_1545	4.478E-112	373	1	321	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus A;s_Thermococcus A aggregans
A0A8J8EMF9|unreviewed|CGP-CTERM	NC_015680.1_233	6.852E-110	366	6	251	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Pyrococcus;s_Pyrococcus yayanosii
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_JAGGKB010000001.1_746	8.473E-109	363	6	231	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus stetteri
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_SNUJ01000004.1_62	1.055E-104	351	6	246	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp012027395
A0A8J8EMF9|unreviewed|CGP-CTERM	NC_011529.1_1908	4.604E-100	338	10	272	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus onnurineus
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_CP014855.1_1276	1.182E-99	337	1	314	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus gorgonarius
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_AJLF01000002.1_232	3.041E-90	310	1	282	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus zilligii
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_LR881183.1_452	1.057E-83	291	16	196	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus camini
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_CP015193.1_1732	1.447E-83	290	1	290	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Pyrococcus;s_Pyrococcus chitonophagus
A0A8J8EMF9|unreviewed|CGP-CTERM	NC_018015.1_835	5.990E-73	259	3	308	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus cleftensis
A0A8J8EMF9|unreviewed|CGP-CTERM	NC_011529.1_99	1.121E-72	259	6	275	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus onnurineus
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_CP015105.1_258	2.655E-63	231	1	222	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus thioreducens
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_SNUJ01000001.1_764	4.588E-57	213	1	199	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp012027395
A0A8J8EMF9|unreviewed|CGP-CTERM	NC_000961.1_285	2.507E-52	199	1	192	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Pyrococcus;s_Pyrococcus horikoshii
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_SNUJ01000001.1_513	1.299E-42	171	6	120	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp012027395
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_CP102602.1_1596	4.655E-40	164	1	156	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp024707485
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_CP013011.1_1454	4.655E-40	164	37	265	d_Archaea;p_Thermoproteota;c_Thermoprotei A;o_Sulfolobales;f_Pyrodictiaceae;g_Pyrodictium;s_Pyrodictium delaneyi
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_SNUJ01000001.1_514	4.054E-39	161	1	92	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp012027395
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_SNUH01000001.1_1468	3.525E-38	158	1	87	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus sp012027355
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_JAGGKB010000002.1_198	1.212E-37	156	1	87	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus stetteri
A0A8J8EMF9|unreviewed|CGP-CTERM	CP002098.1_1166	4.911E-36	152	5	248	d_Archaea;p_Thermoproteota;c_Thermoprotei A;o_Sulfolobales;f_Ignisphaeraceae;g_Ignisphaera;s_Ignisphaera aggregans
A0A8J8EMF9|unreviewed|CGP-CTERM	NZ_SNUE01000028.1_2	1.685E-35	150	1	93	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus A;s_Thermococcus A sp012027425
A0A8J8EMF9|unreviewed|CGP-CTERM	NC_000961.1_284	2.250E-27	126	1	99	d_Archaea;p_Methanobacteriota B;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Pyrococcus;s_Pyrococcus horikoshii
A0A8J8EMF9|unreviewed|CGP-CTERM	NC_000917.1_1621	4.740E-26	122	6	207	d_Archaea;p_Halobacteriota;c_Archaeoglobi;o_Archaeoglobales;f_Archaeoglobaceae;g_Archaeoglobus;s_Archaeoglobus fulgidus
